runtime,release_date,imdb_id,original_title,genres,vote_average,budget,cast,production_companies,release_year,revenue,director
150,9/24/2002,"
tt0253474",The Pianist,Drama|War,7.9,35000000,Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox,Bac Films|Canal+Polska|Heritage Films|Studio Babelsberg|Agencja Produkcji Filmowej,2002,120072577,Roman Polanski
145,6/20/2002,0181689,Minority Report,Action|Thriller|Science Fiction|Mystery,6.9,102000000,Tom Cruise|Colin Farrell|Samantha Morton|Max von Sydow|Lois Smith,DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment|Twentieth Century Fox Film Corporation|Blue Tulip Productions,"2002""",358372926,Steven Spielberg
85,6/21/2002,0275847,Lilo & Stitch,Animation,6.9,80000000,Chris Sanders|Daveigh Chase|Tia Carrere|David Ogden Stiers|Kevin McDonald,Walt Disney Pictures|Walt Disney Feature Animation,"2002""",145771527,Dean DeBlois|Chris Sanders
92,10/2/2002,0293662,The Transporter,Action|Crime|Thriller,6.5,21000000,Jason Statham|Shu Qi|FranГѓВ§ois BerlГѓВ©and|Matt Schulze|Ric Young,TF1 Films Productions|Current Entertainment|Canal+|EuropaCorp,"2002""",43928932,Louis Leterrier|Corey Yuen Kwai
124,8/9/2002,0295701,xXx,Action,5.7,70000000,Vin Diesel|Asia Argento|Marton Csokas|Samuel L. Jackson|Michael Roof,Columbia Pictures|Original Film|Revolution Studios,"2002""",277448382,Rob Cohen
95,11/26/2002,0133240,Treasure Planet,Adventure|Animation|Family|Fantasy|Science Fiction,7.0,140000000,Joseph Gordon-Levitt|David Hyde Pierce|Emma Thompson|Roscoe Lee Browne|Martin Short,Walt Disney Pictures|Walt Disney Feature Animation,"2002""",109578115,Ron Clements|John Musker
133,11/17/2002,"
tt0246460",Die Another Day,Adventure|Action|Thriller,5.8,140000000,Pierce Brosnan|Halle Berry|Rosamund Pike|Rick Yune|Toby Stephens,Eon Productions,2002,431971116,Lee Tamahori
113,10/31/2002,0289043,28 Days Later...,Horror|Thriller|Science Fiction,6.9,5000000,Cillian Murphy|Naomie Harris|Noah Huntley|Christopher Dunne|Emma Hitching,DNA Films|British Film Council,"2002""",82719885,Danny Boyle
105,12/12/2002,0252076,Maid in Manhattan,Comedy|Drama|Romance,5.7,55000000,Jennifer Lopez|Ralph Fiennes|Natasha Richardson|Stanley Tucci|Tyler Posey,Columbia Pictures|Hughes Entertainment|Revolution Studios|Shoelace Productions,"2002""",154906693,Wayne Wang
117,3/22/2002,0187738,Blade II,Science Fiction|Horror|Action|Thriller,6.1,54000000,Wesley Snipes|Kris Kristofferson|Ron Perlman|Leonor Varela|Norman Reedus,"""""New Line Cinema|Marvel Entertainment  LLC|Amen Ra Films|Milk & Honey|Imaginary Forces""""","2002""",155010032,Guillermo del Toro
167,12/14/2002,0217505,Gangs of New York,Drama|History|Crime,6.9,100000000,Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|Liam Neeson|Brendan Gleeson,Miramax Films|Initial Entertainment Group (IEG)|Alberto Grimaldi Productions,"2002""",193772504,Martin Scorsese
112,3/29/2002,0258000,Panic Room,Crime|Drama|Thriller,6.4,48000000,Jodie Foster|Kristen Stewart|Forest Whitaker|Dwight Yoakam|Jared Leto,Columbia Pictures Corporation|Hofflund/Polone|Indelible Productions,"2002""",196397415,David Fincher
78,7/19/2002,0243585,Stuart Little 2,Family|Adventure|Animation|Comedy,5.4,120000000,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Anna Hoelck,Columbia Pictures|Sony Pictures Entertainment,"2002""",169956806,Rob Minkoff
92,3/29/2002,0283111,National LampoonГўв‚¬в„ўs Van Wilder,Comedy|Romance,5.9,5000000,Ryan Reynolds|Tara Reid|Tim Matheson|Kal Penn|Simon Helberg,Tapestry Films|Artisan Entertainment,"2002""",38275483,Walt Becker
110,11/8/2002,0298203,8 Mile,Drama,6.7,41000000,Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon,Imagine Entertainment|Mikona Productions GmbH & Co. KG,"2002""",215000000,Curtis Hanson
96,6/28/2002,0280590,Mr. Deeds,Comedy|Romance,5.7,50000000,Adam Sandler|Winona Ryder|John Turturro|Allen Covert|Peter Gallagher,New Line Cinema|Columbia Pictures Corporation|Out of the Blue... Entertainment|Happy Madison Productions,"2002""",171269535,Steven Brill
101,12/19/2002,0313737,Two Weeks Notice,Romance|Comedy,5.8,60000000,Sandra Bullock|Hugh Grant|Alicia Witt|Dana Ivey|Robert Klein,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films,"2002""",93354918,Marc Lawrence
106,8/2/2002,0286106,Signs,Drama|Thriller|Science Fiction|Mystery,6.3,72000000,Mel Gibson|Joaquin Phoenix|Rory Culkin|Abigail Breslin|Cherry Jones,"""""Kennedy/Marshall Company  The|Touchstone Pictures|Blinding Edge Pictures""""","2002""",408247917,M. Night Shyamalan
115,10/18/2002,0298130,The Ring,Horror|Mystery|Thriller,6.4,48000000,Naomi Watts|Martin Henderson|David Dorfman|Brian Cox|Shannon Cochran,DreamWorks SKG|BenderSpink|Parkes+MacDonald Image Nation,"2002""",249348933,Gore Verbinski
101,1/25/2002,0281358,A Walk to Remember,Drama|Family|Romance,7.3,11000000,Mandy Moore|Shane West|Peter Coyote|Daryl Hannah|Lauren German,Pandora Pictures|Warner Bros.,"2002""",41227069,Adam Shankman
95,2/22/2002,"
tt0259446",My Big Fat Greek Wedding,Comedy|Drama|Romance,6.1,5000000,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,MPH Entertainment|Playtone Productions|Gold Circle Films,2002,368744044,Joel Zwick
101,4/26/2002,0276751,About a Boy,Drama|Comedy|Romance,6.4,27000000,Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Sharon Small,Universal Pictures,"2002""",129000000,Chris Weitz|Paul Weitz
108,2/6/2002,0233469,Collateral Damage,Action|Thriller|Drama,5.5,85000000,Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,David Foster Productions|Bel Air Entertainment|Warner Bros.|Hacienda Productions,"2002""",78382433,Andrew Davis
81,9/9/2002,0183649,Phone Booth,Thriller|Drama,6.5,13000000,Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell|Katie Holmes,Fox 2000 Pictures,"2002""",97837138,Joel Schumacher
117,12/12/2002,0253754,Star Trek: Nemesis,Science Fiction|Action|Adventure|Thriller,6.1,60000000,Patrick Stewart|Jonathan Frakes|LeVar Burton|Brent Spiner|Gates McFadden,Paramount Pictures,"2002""",67312826,Stuart Baird
107,12/6/2002,0238380,Equilibrium,Action|Science Fiction|Thriller,6.9,20000000,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Dimension Films|Blue Tulip Productions,"2002""",5359645,Kurt Wimmer
93,1/12/2002,"
tt0279113",The Good Girl,Drama|Comedy|Romance,5.8,8000000,Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Fox Searchlight Pictures|Hungry Eye Lowland Pictures B.V.|Flan de Coco Films,2002,16856124,Miguel Arteta
114,12/27/2002,0274558,The Hours,Drama,6.7,25000000,Nicole Kidman|Julianne Moore|Meryl Streep|Stephen Dillane|Miranda Richardson,Paramount Pictures|Miramax Films|Scott Rudin Productions,"2002""",108846072,Stephen Daldry
117,7/12/2002,0257044,Road to Perdition,Thriller|Crime|Drama,7.1,80000000,Tom Hanks|Tyler Hoechlin|Jennifer Jason Leigh|Liam Aiken|Paul Newman,DreamWorks SKG|The Zanuck Company|Twentieth Century Fox Film Corporation,"2002""",181001478,Sam Mendes
94,7/26/2002,0295178,Austin Powers in Goldmember,Science Fiction|Comedy|Crime|Action,5.9,63000000,Mike Myers|BeyoncГѓВ© Knowles|Seth Green|Michael York|Mindy Sterling,New Line Cinema|Eric's Boy|Team Todd|Moving Pictures|Gratitude International,"2002""",296633907,Jay Roach
104,10/31/2002,0304669,The Santa Clause 2,Fantasy|Comedy|Family,5.4,65000000,Tim Allen|Elizabeth Mitchell|David Krumholtz|Eric Lloyd|Spencer Breslin,Walt Disney Pictures,"2002""",172855065,Michael Lembeck
118,5/24/2002,"
tt0278504",Insomnia,Crime|Mystery|Thriller,6.6,46000000,Al Pacino|Robin Williams|Maura Tierney|Hilary Swank|Martin Donovan,Section Eight|Alcon Entertainment|Witt/Thomas Productions,2002,113714830,Christopher Nolan
91,10/25/2002,0288477,Ghost Ship,Horror|Mystery|Thriller,5.2,35000000,Gabriel Byrne|Julianna Margulies|Desmond Harrington|Ron Eldard|Isaiah Washington,Village Roadshow Pictures|NPV Entertainment|Dark Castle Entertainment|Warner Bros.|Ghost Ship Films Pty. Ltd.,"2002""",68349884,Steve Beck
88,6/14/2002,0267913,Scooby-Doo,Mystery|Adventure|Comedy,5.3,84000000,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Rowan Atkinson,Atlas Entertainment|Mosaic Media Group|Warner Bros.,"2002""",275650703,Raja Gosnell
83,5/24/2002,0166813,Spirit: Stallion of the Cimarron,Western|Animation|Adventure|Comedy|Family,7.1,80000000,Matt Damon|James Cromwell|Daniel Studi|Chopper Bernet|Jeff LeBeau,DreamWorks Animation,"2002""",122563539,Kelly Asbury|Lorna Cook
96,1/4/2002,"
tt0160184",D-Tox,Action|Thriller,5.8,55000000,Sylvester Stallone|Courtney B. Vance|Tom Berenger|Charles S. Dutton|Jeffrey Wright,Universal Pictures,2002,6416302,Jim Gillespie
92,4/16/2002,0277296,The Scorpion King,Action|Fantasy|Adventure,5.2,60000000,Dwayne Johnson|Kelly Hu|Michael Clarke Duncan|Steven Brand|Bernard Hill,Universal Pictures|Kalima Productions GmbH & Co. KG|World Wrestling Entertainment (WWE)|Alphaville Films,"2002""",165333180,Chuck Russell
97,10/31/2002,0297181,I Spy,Action|Adventure|Comedy|Thriller,5.2,70000000,Eddie Murphy|Owen Wilson|Famke Janssen|Keith Dallas|Malcolm McDowell,Colombia Pictures,"2002""",33561137,Betty Thomas
138,3/1/2002,"
tt0277434",We Were Soldiers,Action|History|War,6.5,75000000,Mel Gibson|Greg Kinnear|Madeleine Stowe|Sam Elliott|Chris Klein,Paramount Pictures|Icon Entertainment International|Wheelhouse Entertainment|Motion Picture Production GmbH & Co. Erste KG,2002,114660784,Randall Wallace
87,10/21/2002,0322802,Jackass: The Movie,Comedy,6.2,5000000,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Dave England,Paramount Pictures,"2002""",64282312,Jeff Tremaine
123,8/29/2002,0120679,Frida,Drama|Romance,7.3,12000000,Salma Hayek|Alfred Molina|MГѓВ­a Maestro|Patricia Reyes SpГѓВ­ndola|Diego Luna,Miramax Films|Lions Gate Films|Ventanarosa Productions|Handprint Entertainment,"2002""",56298474,Julie Taymor
120,4/19/2002,0264935,Murder by Numbers,Crime|Drama|Thriller,6.1,50000000,Sandra Bullock|Ben Chaplin|Ryan Gosling|Michael Pitt|Agnes Bruckner,Castle Rock Entertainment|Warner Bros. Pictures|Schroeder Hoffman Productions,"2002""",56714147,Barbet Schroeder
114,12/6/2002,"
tt0268126",Adaptation.,Comedy|Crime|Drama,7.2,19000000,Nicolas Cage|Meryl Streep|Chris Cooper|Tilda Swinton|Cara Seymour,Columbia Pictures|Beverly Detroit|Propaganda Films|Clinica Estetico|Intermedia,2002,32801173,Spike Jonze
108,9/26/2002,0256415,Sweet Home Alabama,Comedy|Romance,6.0,30000000,Reese Witherspoon|Josh Lucas|Patrick Dempsey|Candice Bergen|Rhona Mitra,Touchstone Pictures,"2002""",180622424,Andy Tennant
102,4/1/2002,0303714,Barbershop,Comedy|Drama,6.2,12000000,Ice Cube|Anthony Anderson|Cedric the Entertainer|Sean Patrick Thomas|Eve,Metro-Goldwyn-Mayer (MGM),"2002""",75781642,Tim Story
118,12/14/2002,0279331,Dark Blue,Action|Crime|Drama|Thriller,6.7,15000000,Kurt Russell|Scott Speedman|Michael Michele|Brendan Gleeson|Ving Rhames,United Artists|Intermedia Films|IM Filmproduktion|Cosmic Pictures|Metro-Goldwyn-Mayer (MGM),"2002""",9237470,Ron Shelton
96,3/4/2002,0268695,The Time Machine,Science Fiction|Adventure|Action,5.6,80000000,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,DreamWorks SKG|Warner Bros.,"2002""",123729176,Simon Wells
96,8/23/2002,0281322,Undisputed,Action|Adventure|Drama|Thriller,6.3,20000000,Wesley Snipes|Ving Rhames|Peter Falk|Michael Rooker|Jon Seda,Miramax Films|Amen Ra Films,"2002""",12398628,Walter Hill
84,4/12/2002,0253867,The Sweetest Thing,Romance|Comedy,5.4,43000000,Cameron Diaz|Christina Applegate|Thomas Jane|Selma Blair|Jason Bateman,Konrad Pictures,"2002""",68696770,Roger Kumble
134,6/14/2002,0245562,Windtalkers,Drama|Action|History|War,5.9,115000000,Nicolas Cage|Adam Beach|Peter Stormare|Noah Emmerich|Mark Ruffalo,Lion Rock Productions|Metro-Goldwyn-Mayer (MGM),"2002""",77628265,John Woo
116,2/15/2002,0251160,John Q,Drama|Thriller|Crime,7.1,36000000,Denzel Washington|Robert Duvall|Anne Heche|Kimberly Elise|Daniel E. Smith,New Line Cinema|Burg/Koules Productions|Evolution Entertainment,"2002"";;;;;;
",102244770,Nick Cassavetes
124,5/10/2002,0250797,Unfaithful,Drama,6.4,50000000,Richard Gere|Diane Lane|Olivier Martinez|Erik Per Sullivan|Zeljko Ivanek,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Unfaithful Filmproduktion GmbH & Co. KG,"2002""",119137784,Adrian Lyne
89,4/7/2002,0264472,Changing Lanes,Action|Adventure|Crime|Thriller,5.7,45000000,Ben Affleck|Samuel L. Jackson|Kim Staunton|Toni Collette|Sydney Pollack,Paramount Pictures,"2002""",94935764,Roger Michell
138,7/19/2002,0267626,K-19: The Widowmaker,Thriller|Drama|History,6.0,100000000,Harrison Ford|Liam Neeson|Peter Sarsgaard|Joss Ackland|John Shrapnel,Paramount Pictures|Intermedia Films|National Geographic Society|New Regency Pictures|Palomar Pictures (II),"2002""",35168966,Kathryn Bigelow
101,2/10/2002,0238546,Queen of the Damned,Drama|Fantasy|Horror,5.2,35000000,Stuart Townsend|Aaliyah|Marguerite Moreau|Vincent PГѓВ©rez|Paul McGann,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|WV Films LLC|Material,"2002""",45479110,Michael Rymer
100,8/7/2002,0287717,Spy Kids 2: Island of Lost Dreams,Action|Adventure|Comedy|Family,5.2,38000000,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Steve Buscemi,Dimension Films,"2002""",119723358,Robert Rodriguez
114,5/24/2002,0278435,Enough,Action|Drama|Thriller,6.3,38000000,Jennifer Lopez|Billy Campbell|Tessa Allen|Juliette Lewis|Dan Futterman,Columbia Pictures,"2002""",51801187,Michael Apted
85,11/22/2002,"
tt0293815",Friday After Next,Comedy|Drama,6.5,20000000,Ice Cube|Mike Epps|John Witherspoon|Don Curry|Anna Maria Horsford,New Line Cinema,2002,33526835,Marcus Raboy
72,2/14/2002,0280030,Return to Never Land,Adventure|Fantasy|Animation|Family,6.2,20000000,Harriet Owen|Blayne Weaver|Jeff Bennett|Kath Soucie|Corey Burton,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios|Walt Disney Animation Canada,"2002""",109862682,Robin Budd|Donovan Cook
86,2/1/2002,0240900,Slackers,Comedy|Romance,5.7,14000000,Jason Segel|Devon Sawa|Jason Schwartzman|Jaime King|Laura Prepon,Sony Pictures|Screen Gems,"2002""",6413915,Dewey Nicks
113,12/26/2002,0299658,Chicago,Action|Comedy|Crime|Drama|Music,6.5,45000000,Catherine Zeta-Jones|RenГѓВ©e Zellweger|Queen Latifah|Richard Gere|Christine Baranski,Miramax Films|Producers Circle|Storyline Entertainment,"2002""",306776732,Rob Marshall
96,8/21/2002,0265459,One Hour Photo,Horror|Thriller,6.4,12000000,Robin Williams|Connie Nielsen|Michael Vartan|Erin Daniels|Eriq La Salle,Fox Searchlight Pictures|Catch 23 Entertainment,"2002""",52223306,Mark Romanek
114,11/6/2002,0280665,Femme Fatale,Thriller|Crime|Romance,6.1,35000000,Rebecca Romijn|Antonio Banderas|Peter Coyote|Rie Rasmussen|Gregg Henry,Epsilon Motion Pictures|Quinta Communications,"2002""",16838910,Brian De Palma
108,9/6/2002,"
tt0269095",City By The Sea,Drama|Thriller|Mystery,5.7,40000000,Robert De Niro|James Franco|Frances McDormand|Eliza Dushku|George Dzundza,Warner Bros. Pictures|Epsilon Motion Pictures|Franchise Pictures|Brad Grey Pictures|Sea Breeze Productions Inc.,2002,22433915,Michael Caton-Jones
101,7/12/2002,0253556,Reign of Fire,Action|Fantasy|Science Fiction|Thriller,5.9,60000000,Christian Bale|Matthew McConaughey|Izabella Scorupco|Gerard Butler|Alexander Siddig,The Zanuck Company|Spyglass Entertainment|World 2000 Entertainment|Touchstone Pictures|Tripod Entertainment,"2002""",43061982,Rob Bowman
95,3/14/2002,"
tt0284490",Showtime,Action|Comedy,5.2,85000000,Robert De Niro|Rachael Harris|Eddie Murphy|Zaid Farid|William Shatner,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Tribeca Productions|Overbrook Entertainment,2002,77741732,Tom Dey
115,4/3/2002,0257756,High Crimes,Drama|Mystery|Thriller|Crime,6.0,42000000,Ashley Judd|Morgan Freeman|Jim Caviezel|Amanda Peet|Adam Scott,Twentieth Century Fox Film Corporation|Regency Enterprises|Monarch Pictures|Epsilon Motion Pictures|New Regency Pictures,"2002""",63781810,Carl Franklin
125,2/15/2002,0251114,Hart's War,Drama|War,5.7,70000000,Bruce Willis|Colin Farrell|Terrence Howard|Marcel IureГ€в„ў|Cole Hauser,David Foster Productions|Cheyenne Enterprises|Metro-Goldwyn-Mayer (MGM)|David Ladd Films,"2002""",32287044,Gregory Hoblit
125,12/13/2002,0257360,About Schmidt,Drama|Comedy,6.7,30000000,Jack Nicholson|Kathy Bates|Hope Davis|Dermot Mulroney|June Squibb,New Line Cinema|Avery Pix,"2002""",105834556,Alexander Payne
104,8/8/2002,0300532,Blue Crush,Adventure,5.6,25000000,Kate Bosworth|Matthew Davis|Michelle Rodriguez|Sanoe Lake|Mika Boorem,Imagine Entertainment|Mikona Productions GmbH & Co. KG|Universal Pictures|Shutt/Jones Productions,"2002""",51842679,John Stockwell
110,8/4/2002,0309377,Blood Work,Crime|Drama|Mystery|Thriller,5.7,50000000,Clint Eastwood|Jeff Daniels|Anjelica Huston|Wanda De Jesus|Tina Lifford,Malpaso Productions|Warner Bros. Pictures,"2002""",26199517,Clint Eastwood
99,11/27/2002,0307479,Solaris,Drama|Science Fiction|Mystery|Romance,5.8,47000000,George Clooney|Natascha McElhone|Viola Davis|Jeremy Davies|Ulrich Tukur,Twentieth Century Fox Film Corporation|Lightstorm Entertainment,"2002""",30002758,Steven Soderbergh
132,9/8/2002,0240510,The Four Feathers,War|Adventure|Drama|Romance,6.4,35000000,Heath Ledger|Wes Bentley|Kate Hudson|Djimon Hounsou|Michael Sheen,Paramount Pictures|Miramax Films|Marty Katz Productions|Jaffilms Inc.|Dune Films,"2002""",29882645,Shekhar Kapur
119,1/25/2002,"
tt0265349",The Mothman Prophecies,Drama|Mystery|Thriller|Horror,5.9,32000000,Richard Gere|Laura Linney|Will Patton|Bob Tracey|Debra Messing,Lakeshore Entertainment,2002,55157539,Mark Pellington
107,9/1/2002,0297884,Far from Heaven,Drama|Romance,6.4,13500000,Julianne Moore|Dennis Quaid|Dennis Haysbert|Patricia Clarkson|Viola Davis,Clear Blue Sky Productions,"2002""",29027914,Todd Haynes
127,3/25/2002,0265662,The Rookie,Drama|Family,6.0,20000000,Dennis Quaid|Rachel Griffiths|Beth Grant|Angus T. Jones|Brian Cox,Walt Disney Pictures|Gran Via Productions|98 MPH Productions,"2002""",75597042,John Lee Hancock
116,6/7/2002,0280486,Bad Company,Action|Adventure|Comedy|Thriller,5.5,70000000,Anthony Hopkins|Chris Rock|Peter Stormare|Gabriel Macht|Kerry Washington,Jerry Bruckheimer Films|Touchstone Pictures|Stillking Films,"2002""",65977295,Joel Schumacher
113,12/30/2002,0270288,Confessions of a Dangerous Mind,Comedy|Crime|Drama|Romance|Thriller,6.4,30000000,Sam Rockwell|Drew Barrymore|Julia Roberts|Rutger Hauer|Brad Pitt,Miramax Films|Allied Filmmakers|Mad Chance,"2002""",33013805,George Clooney
106,9/20/2002,0280380,Trapped,Action|Crime|Drama|Thriller,5.8,30000000,Charlize Theron|Kevin Bacon|Courtney Love|Stuart Townsend|Dakota Fanning,Senator Film Produktion|Propaganda Films|Colombia Pictures,"2002""",6916869,Luis Mandoki
94,3/17/2002,0157472,Clockstoppers,Adventure|Family|Science Fiction|Thriller,4.5,26000000,Jesse Bradford|Paula GarcГѓВ©s|Robin Thomas|French Stewart|Michael Biehn,Paramount Pictures|Nickelodeon Movies|Valhalla Motion Pictures,"2002""",38793283,Jonathan Frakes
94,7/1/2002,0220506,Halloween: Resurrection,Horror|Thriller,4.6,13000000,Jamie Lee Curtis|Brad Loree|Busta Rhymes|Bianca Kajlich|Katee Sackhoff,Dimension Films,"2002""",37664855,Rick Rosenthal
88,2/8/2002,0265298,Big Fat Liar,Comedy|Family,5.7,15000000,Frankie Muniz|Paul Giamatti|Amanda Bynes|Amanda Detmer|Donald Faison,Universal Pictures,"2002""",52970014,Shawn Levy
120,12/19/2002,0168786,Antwone Fisher,Drama|Romance,6.6,12500000,Derek Luke|Malcolm David Kelley|Cory Hodges|Denzel Washington|Joy Bryant,Fox Searchlight,"2002""",23367586,Denzel Washington
97,9/13/2002,"
tt0280760",Igby Goes Down,Comedy|Drama,6.5,9000000,Kieran Culkin|Claire Danes|Jeff Goldblum|Jared Harris|Amanda Peet,United Artists,2002,4777465,Burr Steers
94,10/1/2002,0285462,Boat Trip,Comedy,4.5,20000000,Cuba Gooding Jr.|Horatio Sanz|Roselyn SГѓВЎnchez|Vivica A. Fox|Maurice Godin,Motion Picture Corporation of America|Artisan Entertainment,"2002""",8586376,Mort Nathan
93,2/15/2002,0275022,Crossroads,Action|Adventure|Comedy|Drama|Family,5.1,12000000,Britney Spears|Zoe Saldana|Taryn Manning|Anson Mount|Dan Aykroyd,Paramount Pictures|MTV Films,"2002""",61141030,Tamra Davis
95,8/15/2002,0180052,The Adventures of Pluto Nash,Action|Comedy|Science Fiction,4.6,100000000,Eddie Murphy|Randy Quaid|Rosario Dawson|Joe Pantoliano|Jay Mohr,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Mel's Cite du Cinema,"2002""",7103973,Ron Underwood
99,10/14/2002,0267248,Abandon,Drama|Mystery|Thriller,4.9,25000000,Katie Holmes|Benjamin Bratt|Charlie Hunnam|Zooey Deschanel|Fred Ward,Paramount Pictures|Spyglass Entertainment|Touchstone Pictures,"2002""",10719357,Stephen Gaghan
124,9/29/2002,0289765,Red Dragon,Crime|Thriller|Horror,6.5,78000000,Anthony Hopkins|Edward Norton|Ralph Fiennes|Harvey Keitel|Emily Watson,Universal Pictures|Metro-Goldwyn-Mayer (MGM),"2002""",209196298,Brett Ratner
100,8/20/2002,0261289,Serving Sara,Comedy|Romance,5.1,29000000,Matthew Perry|Elizabeth Hurley|Vincent Pastore|Bruce Campbell|Cedric the Entertainer,Paramount Pictures,"2002""",16930185,Reginald Hudlin
104,2/22/2002,"
tt0259288",Dragonfly,Drama,6.2,60000000,Kevin Costner|Joe Morton|Ron Rifkin|Susanna Thompson|Kathy Bates,Universal Pictures|Spyglass Entertainment|Shady Acres Entertainment|Gran Via Productions|Kalima Productions GmbH & Co. KG,2002,52322400,Tom Shadyac
118,12/13/2002,0303933,Drumline,Drama|Romance|Comedy|Music,6.3,20000000,Nick Cannon|Zoe Saldana|Orlando Jones|Leonard Roberts|GQ,Fox 2000 Pictures,"2002""",57588485,Charles Stone III
95,3/8/2002,0278295,All About the Benjamins,Action|Adventure|Comedy,6.4,14000000,Ice Cube|Mike Epps|Tommy Flanagan|Carmen Chaplin|Eva Mendes,New Line Cinema,"2002""",25482931,Kevin Bray
101,8/9/2002,0295254,FearDotCom,Horror|Thriller,3.3,40000000,Stephen Dorff|Natascha McElhone|Stephen Rea|Udo Kier|Amelia Curtis,Milagro Films|Franchise Pictures|DoRo Fiction Film|Signature Pictures|ApolloMedia Distribution,"2002""",18902015,William Malone
104,10/18/2002,0298744,Auto Focus,Drama|Crime,5.9,7000000,Greg Kinnear|Willem Dafoe|Rita Wilson|Maria Bello|Ron Leibman,Sony Pictures Classics|Propaganda Films|Good Machine,"2002""",2062066,Paul Schrader
102,10/2/2002,0256276,Possession,Drama|Mystery,6.6,25000000,Gwyneth Paltrow|Aaron Eckhart|Jeremy Northam|Jennifer Ehle|Lena Headey,Warner Bros. Pictures|Focus Features|Baltimore Spring Creek Productions,"2002""",10113733,Neil LaBute
85,4/5/2002,0246464,Big Trouble,Action|Comedy|Thriller,6.2,40000000,Tim Allen|Rene Russo|Patrick Warburton|Ben Foster|Zooey Deschanel,Touchstone Pictures,"2002""",8493890,Barry Sonnenfeld
86,5/31/2002,0279493,Undercover Brother,Action|Comedy,5.4,25000000,Eddie Griffin|Chris Kattan|Denise Richards|Aunjanue Ellis|Chi McBride,Universal Pictures,"2002""",41604473,Malcolm D. Lee
143,4/25/2012,0848228,The Avengers,Science Fiction|Action|Adventure,7.3,220000000,Robert Downey Jr.|Chris Evans|Mark Ruffalo|Chris Hemsworth|Scarlett Johansson,Marvel Studios,"2012""",1519557910,Joss Whedon
88,1/19/2012,1496025,Underworld: Awakening,Fantasy|Action|Horror,6.0,70000000,Kate Beckinsale|Stephen Rea|Michael Ealy|Theo James|India Eisley,Lakeshore Entertainment|Saturn Films|Screen Gems|Sketch Films|UW4 Productions,"2012""",132400000,MГѓВҐns MГѓВҐrlind|BjГѓВ¶rn Stein
165,7/16/2012,1345836,The Dark Knight Rises,Action|Crime|Drama|Thriller,7.5,250000000,Christian Bale|Michael Caine|Gary Oldman|Anne Hathaway|Tom Hardy,Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy,"2012""",1081041287,Christopher Nolan
165,12/25/2012,1853728,Django Unchained,Drama|Western,7.7,100000000,Jamie Foxx|Christoph Waltz|Leonardo DiCaprio|Kerry Washington|Samuel L. Jackson,Columbia Pictures|The Weinstein Company,"2012""",425368238,Quentin Tarantino
143,10/25/2012,1074638,Skyfall,Action|Adventure|Thriller,6.8,200000000,Daniel Craig|Judi Dench|Javier Bardem|Ralph Fiennes|Naomie Harris,Columbia Pictures,"2012""",1108561013,Sam Mendes
120,8/8/2012,1194173,The Bourne Legacy,Action|Thriller,5.9,130000000,Jeremy Renner|Rachel Weisz|Edward Norton|Scott Glenn|Stacy Keach,"""""Universal Pictures|Dentsu|Relativity Media|Kennedy/Marshall Company  The|Captivate Entertainment""""","2012""",276572938,Tony Gilroy
169,11/26/2012,0903624,The Hobbit: An Unexpected Journey,Adventure|Fantasy|Action,6.9,250000000,Ian McKellen|Martin Freeman|Richard Armitage|Andy Serkis|Cate Blanchett,WingNut Films|New Line Cinema|Metro-Goldwyn-Mayer (MGM),"2012""",1017003568,Peter Jackson
124,5/30/2012,1446714,Prometheus,Science Fiction|Adventure|Mystery,6.2,130000000,Noomi Rapace|Michael Fassbender|Charlize Theron|Idris Elba|Guy Pearce,Twentieth Century Fox Film Corporation|Dune Entertainment|Scott Free Productions|Brandywine Productions,"2012""",403170142,Ridley Scott
